name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
J. Sambia,25,2026,71,73,2200000.0,15000.0,74,64,62,68,58,70,73,76,69,69,69,76,76,64,69,82,78,73,68,69,63,67,68,68,58,66,66,70,68,9,11,14,11,16
V. Kovalenko,26,"Jun 30, 2023",71,72,2200000.0,27000.0,71,68,59,74,76,73,75,67,68,75,76,69,74,68,76,68,64,80,72,73,57,59,73,69,68,70,55,59,55,,,,,
G. Quagliata,22,2026,67,75,2200000.0,4000.0,56,35,48,58,32,63,48,38,54,62,84,79,78,62,69,48,64,74,56,42,73,62,59,48,43,55,61,65,66,12,14,5,10,7
Jon Morcillo,23,2024,70,73,2200000.0,12000.0,72,71,63,70,62,71,70,69,61,68,79,76,80,58,70,75,70,67,65,73,43,42,63,62,75,69,45,48,51,12,10,14,11,12
C. Palmer,20,2026,66,80,2100000.0,20000.0,59,69,43,64,53,71,65,57,60,70,74,77,77,58,65,69,60,63,57,64,50,40,62,63,50,66,48,47,48,7,6,10,14,14
B. Traoré,20,"Jun 30, 2023",66,79,2100000.0,2000.0,47,42,56,71,41,67,52,47,69,70,62,66,69,66,70,64,64,63,73,51,71,62,54,65,52,62,59,68,62,,,,,
L. Milivojević,31,2023,73,73,2100000.0,36000.0,72,63,71,76,52,61,74,79,74,71,48,46,57,71,61,82,59,52,73,75,82,74,65,64,88,73,74,73,67,13,9,16,6,12
E. Owusu,24,2025,70,74,2100000.0,9000.0,55,44,48,71,49,68,53,45,68,70,65,63,68,66,69,66,68,66,69,54,70,69,53,61,53,67,69,69,68,,,,,
M. Akliouche,20,2026,66,80,2100000.0,9000.0,60,58,46,66,53,72,61,54,64,67,72,75,76,64,75,64,36,58,59,57,47,41,63,67,57,65,42,49,44,,,,,
P. Yade,22,"Jun 30, 2023",67,74,2100000.0,3000.0,65,66,59,59,63,71,67,50,50,70,84,79,69,55,58,74,55,55,76,68,54,36,63,59,64,61,43,38,42,13,9,14,13,11
M. Gonalons,33,2024,74,74,2100000.0,16000.0,61,55,69,76,60,65,57,57,74,74,52,35,53,75,59,73,75,55,68,60,80,75,60,71,68,73,73,75,73,11,11,11,8,5
T. Lemperle,20,2025,66,79,2100000.0,6000.0,64,68,43,63,55,73,53,45,55,72,70,72,67,48,59,66,34,55,65,51,49,27,65,53,55,49,30,33,30,,,,,
M. Aydin,20,2025,67,78,2100000.0,6000.0,64,56,50,68,56,74,61,52,56,70,79,73,79,65,78,61,53,68,54,54,67,60,64,62,53,59,60,64,61,,,,,
K. Stafylidis,28,2023,72,72,2100000.0,17000.0,72,48,50,71,68,69,76,80,72,70,73,66,73,68,74,85,70,67,64,81,85,65,41,41,46,68,73,74,80,11,7,15,10,14
D. Burgzorg,23,2025,69,74,2100000.0,12000.0,55,68,60,61,59,83,52,53,46,73,79,82,77,66,68,72,33,67,74,54,61,28,68,48,51,63,27,27,23,14,11,8,10,13
C. Lykogiannis,28,2024,72,72,2100000.0,21000.0,69,62,52,70,55,69,71,73,67,72,75,87,48,66,51,84,61,72,82,74,56,70,63,58,58,64,67,72,69,9,7,10,14,12
D. Zeefuik,24,"Jun 30, 2023",70,74,2100000.0,13000.0,71,33,60,62,38,70,48,39,59,65,76,84,74,65,75,65,90,66,77,29,80,67,56,57,46,62,64,71,68,6,5,6,10,10
D. Maldini,20,"Jun 30, 2023",66,79,2100000.0,11000.0,58,62,58,67,53,68,66,59,60,71,68,71,70,66,68,63,54,49,53,57,46,35,62,66,58,63,31,44,40,12,12,14,13,14
E. Aiwu,21,2026,67,77,2100000.0,3000.0,50,38,66,64,34,48,30,31,59,62,68,72,69,64,62,55,83,73,78,39,70,63,44,48,34,58,60,70,68,9,14,13,14,7
A. Barberis,28,2023,72,72,2100000.0,30000.0,67,38,48,75,56,68,57,68,72,72,69,65,73,73,71,59,64,69,53,57,78,72,68,66,51,65,68,73,68,,,,,
Adu Ares,20,2024,66,79,2100000.0,6000.0,64,62,44,64,56,68,64,56,60,67,85,79,82,52,78,66,57,56,52,64,40,22,58,59,70,62,18,21,19,13,9,6,13,11
Martín Calderón,23,"Jun 30, 2023",67,75,2100000.0,8000.0,62,57,51,72,45,56,64,50,65,73,69,66,59,59,71,71,57,49,64,70,65,63,51,71,54,67,65,66,68,10,8,6,9,6
J. Rothwell,27,2026,71,71,2000000.0,28000.0,67,62,59,72,59,78,65,64,71,73,78,80,78,72,77,75,35,76,64,68,59,64,68,72,56,65,54,65,62,14,8,13,15,9
J. Martin,32,2024,73,73,2000000.0,23000.0,72,61,59,76,63,71,75,66,74,74,53,51,68,74,68,69,61,64,68,69,73,72,69,74,76,76,72,71,68,8,8,14,15,11
I. Gharbi,18,2025,66,79,2000000.0,8000.0,59,57,35,65,49,74,68,52,57,71,72,64,80,63,87,60,43,33,35,54,51,40,59,65,60,68,37,45,38,7,9,13,15,8
F. Tardieu,30,2024,72,72,2000000.0,13000.0,67,62,65,73,43,66,65,67,70,69,51,45,66,69,71,68,73,91,67,66,76,68,51,71,72,64,67,69,67,15,13,12,8,15
H. Šabanović,22,2025,67,74,2000000.0,6000.0,63,32,59,45,31,64,39,39,46,62,68,69,55,58,62,41,63,69,68,38,69,63,53,49,45,47,68,71,72,,,,,
B. Sarr,30,2024,72,72,2000000.0,32000.0,75,67,65,76,59,75,68,44,69,73,74,74,76,72,75,78,74,73,63,69,73,68,74,71,67,72,65,66,68,,,,,
R. Wagner,18,2024,66,79,2000000.0,3000.0,50,39,42,71,39,65,51,35,66,69,69,67,68,64,63,52,54,69,68,49,56,64,58,68,40,52,59,63,58,,,,,
É. Balanta,29,"Jun 30, 2023",72,72,2000000.0,17000.0,45,36,70,70,35,68,35,42,68,67,67,61,62,70,71,65,70,78,88,34,85,70,62,63,43,75,71,71,70,9,14,11,12,10
T. Mohr,26,2025,71,71,2000000.0,15000.0,71,65,53,71,62,71,72,70,66,70,81,79,75,66,75,73,59,81,65,74,56,54,63,64,57,61,59,59,59,7,9,8,11,11
S. Zoller,31,2024,72,72,2000000.0,19000.0,68,75,67,68,72,72,69,55,53,76,72,67,75,72,72,73,64,76,63,69,57,24,76,67,66,71,45,39,25,9,16,10,10,13
G. Holtmann,27,2025,71,71,2000000.0,15000.0,67,61,47,65,61,68,64,44,62,68,90,95,79,71,72,70,46,72,66,64,34,58,69,67,60,60,58,59,50,8,8,10,12,8
P. Aaronson,18,2027,66,78,2000000.0,3000.0,55,55,48,68,42,67,54,44,62,68,79,75,80,56,77,56,56,61,47,58,49,28,62,68,49,59,32,41,48,,,,,
C. Clark,19,2025,66,80,2000000.0,7000.0,57,61,37,70,61,69,64,54,66,66,80,78,82,60,76,64,52,67,55,62,61,40,60,62,45,60,50,51,40,14,5,11,9,11
M. Fares,26,2025,71,71,2000000.0,29000.0,75,61,58,69,58,76,69,48,60,76,70,79,77,68,78,68,55,62,68,63,72,66,70,66,64,65,65,71,72,8,12,10,15,14
J. Braaf,19,"Jun 30, 2023",66,78,2000000.0,1000.0,61,60,50,62,56,71,60,58,56,68,79,78,82,63,86,69,65,69,69,62,59,40,61,60,53,59,43,37,32,8,11,13,14,12
A. Ekdal,32,2024,73,73,2000000.0,14000.0,70,60,62,77,66,72,74,70,75,76,45,34,53,67,58,72,63,72,70,69,79,70,70,73,68,74,71,68,64,5,5,5,5,5
P. Galdames,25,"Jun 30, 2023",70,72,2000000.0,3000.0,56,54,55,75,51,70,79,69,73,73,79,79,81,64,81,74,71,83,62,65,67,62,58,69,49,61,57,66,57,9,6,10,14,12
Pedro Obiang,30,2025,72,72,2000000.0,20000.0,68,50,68,74,60,70,56,62,70,72,57,55,63,68,63,73,72,69,72,65,70,70,60,69,59,75,70,74,72,9,7,7,6,7
D. Luna,19,2024,66,78,2000000.0,4000.0,39,61,40,63,43,65,41,55,59,68,69,68,64,59,63,46,58,60,34,58,50,26,72,71,52,60,30,36,43,10,10,10,14,8
Fran Pérez,19,2023,66,79,2000000.0,5000.0,59,58,30,69,61,68,59,62,63,67,70,66,66,59,66,63,40,65,40,61,30,35,70,66,63,58,43,25,20,,,,,
Anuar,27,2025,71,71,2000000.0,14000.0,61,68,58,72,51,71,64,47,66,69,79,78,84,75,85,62,75,89,59,69,67,74,71,69,51,58,64,72,60,12,8,7,14,8
De La Hoz,30,2023,72,72,2000000.0,17000.0,45,61,60,73,34,62,38,48,71,70,49,55,60,65,72,52,77,89,75,64,68,68,63,64,42,62,68,75,70,,,,,
M. Ritchie,32,2023,72,72,1900000.0,50000.0,77,66,39,74,75,75,78,69,72,75,67,55,67,71,77,76,70,55,60,75,82,70,73,73,72,73,68,73,67,15,8,11,14,13
A. Mighten,20,2025,66,77,1900000.0,13000.0,58,55,27,63,41,72,43,32,50,72,89,75,90,61,82,62,43,61,49,48,30,20,58,56,51,50,24,34,29,7,14,8,14,7
R. Raveloson,25,2025,70,73,1900000.0,9000.0,53,62,77,72,57,71,50,45,71,72,76,75,77,67,69,72,79,82,74,70,64,64,59,62,55,68,67,68,67,8,12,8,15,12
G. Hein,25,2025,70,71,1900000.0,10000.0,63,67,31,70,51,76,78,69,67,73,79,78,90,59,90,74,67,58,48,75,61,39,62,62,51,59,32,35,33,13,7,5,9,15
S. Dembélé,25,"Jun 30, 2023",69,72,1900000.0,22000.0,64,67,60,64,67,74,54,55,54,72,91,85,86,68,89,69,34,69,54,65,45,30,68,66,58,65,19,38,32,6,10,12,8,11
L. Mothiba,26,2024,70,71,1900000.0,15000.0,54,73,70,66,69,71,59,51,53,71,67,65,60,65,65,71,66,63,70,69,55,24,71,61,68,73,32,15,12,14,14,11,7,10
B. Innocent,26,2025,70,73,1900000.0,10000.0,44,41,53,66,38,65,47,35,68,69,78,69,74,64,79,47,81,75,86,43,91,68,43,52,48,69,64,72,65,8,11,15,6,14
F. El Melali,25,2023,70,71,1900000.0,12000.0,64,70,41,65,53,82,49,43,58,74,76,72,73,66,91,54,32,44,37,45,35,46,68,65,65,66,40,52,46,5,8,8,13,10
J. Gastien,34,2025,75,75,1900000.0,17000.0,51,65,52,74,48,67,50,61,73,75,49,50,73,72,79,67,69,83,70,62,82,70,67,74,52,76,78,74,72,14,8,8,13,8
P. Herrmann,31,2024,72,72,1900000.0,19000.0,74,71,54,74,70,73,74,73,66,73,74,69,76,67,74,75,66,67,56,75,58,29,69,67,62,66,28,29,54,14,13,8,8,7
J. Schmid,32,2026,72,72,1900000.0,19000.0,80,56,56,75,62,76,83,83,69,75,68,63,73,70,79,77,65,57,75,68,77,68,65,69,62,72,65,68,71,15,7,7,10,8
S. Adamyan,29,2026,71,71,1900000.0,19000.0,58,71,63,72,70,72,57,44,58,72,80,77,79,69,73,72,73,75,68,69,66,22,69,67,60,65,45,25,26,14,15,10,15,10
D. Drexler,32,2023,72,72,1900000.0,18000.0,66,63,52,76,64,73,68,52,68,75,67,61,73,72,75,61,59,67,54,58,65,38,72,78,58,72,58,54,43,,,,,
J. Mbom,22,2023,68,74,1900000.0,9000.0,65,59,45,73,44,68,40,50,69,67,68,73,69,72,75,66,61,77,73,59,74,67,59,65,59,60,68,69,63,,,,,
C. Antwi-Adjei,28,2024,71,71,1900000.0,16000.0,65,62,36,68,57,76,58,35,50,72,89,90,90,68,90,64,51,64,53,52,35,23,65,63,49,54,27,25,20,10,8,7,13,5
N. Sarenren Bazee,25,2024,70,71,1900000.0,14000.0,72,63,53,69,55,74,64,42,54,72,85,85,78,68,75,64,66,34,53,56,44,31,64,60,52,58,22,26,29,15,6,13,11,11
K. Askildsen,21,"Jun 30, 2023",66,76,1900000.0,4000.0,58,54,58,70,49,67,59,55,65,70,62,52,53,66,58,53,62,72,64,61,70,70,62,63,41,63,57,62,58,9,12,7,10,8
D. Črnigoj,26,"Jun 30, 2023",70,71,1900000.0,3000.0,69,58,28,72,55,71,64,55,69,71,73,74,82,69,66,67,40,75,71,68,55,63,71,69,33,66,56,62,54,10,10,11,14,9
João Moutinho,24,2026,69,73,1900000.0,7000.0,69,19,64,66,28,67,66,61,61,66,66,69,67,66,62,60,73,71,70,55,58,66,41,52,34,58,65,70,66,13,12,7,8,15
C. Pickel,25,2026,69,74,1900000.0,6000.0,59,53,70,70,49,67,49,40,67,68,65,67,67,69,65,65,85,87,79,56,71,68,62,66,39,70,62,63,59,,,,,
M. Valoti,28,2025,71,71,1900000.0,29000.0,69,68,48,77,69,74,78,65,75,75,55,55,69,68,76,68,53,69,54,73,58,59,68,71,75,73,50,56,51,,,,,
Villahermosa,21,2024,66,75,1900000.0,4000.0,59,60,53,70,54,68,61,62,66,72,66,65,76,61,74,64,54,62,58,56,58,58,58,68,65,65,61,59,58,6,14,11,7,13
Pablo Gozálbez,21,2023,66,76,1900000.0,7000.0,53,70,61,67,53,70,63,61,66,71,61,55,66,55,79,65,61,49,46,65,54,52,64,68,55,52,50,43,44,11,10,12,10,5
P. Diop,24,2023,69,74,1900000.0,7000.0,53,53,47,73,34,67,52,42,70,67,70,62,73,67,64,72,65,64,69,58,75,68,61,64,53,68,65,70,60,,,,,
Josan,32,2023,72,72,1900000.0,14000.0,68,73,50,75,59,75,66,55,62,72,83,83,78,65,78,70,74,65,37,56,53,56,70,59,64,62,51,58,55,7,11,6,12,12
Arnau,21,2026,66,77,1900000.0,6000.0,63,57,47,70,45,65,64,66,64,69,74,64,79,65,80,65,52,66,44,53,59,59,65,67,62,68,57,59,56,7,13,8,10,10
S. Arzamendia,24,2025,69,72,1900000.0,12000.0,70,68,40,67,37,70,58,60,69,72,74,76,74,62,79,65,52,68,51,71,70,63,60,55,45,53,67,71,70,,,,,
M. Diarra,22,2023,66,76,1900000.0,7000.0,54,56,40,57,43,68,53,40,54,67,84,86,67,63,70,66,55,63,49,48,50,45,68,58,52,64,53,50,46,,,,,
J. Bahoya,17,2025,65,81,1800000.0,750,54,66,44,59,52,72,53,49,53,71,66,67,73,62,68,63,60,51,55,55,42,33,60,65,61,69,40,36,44,15,11,13,12,5
E. Rashani,29,2025,71,71,1800000.0,14000.0,65,69,53,63,57,71,61,64,50,72,79,83,78,70,62,60,57,76,64,64,61,43,71,67,53,70,42,32,28,15,6,12,12,10
J. Duranville,16,2027,64,86,1800000.0,1000.0,53,61,33,61,51,76,63,55,56,70,89,84,87,44,85,64,82,48,51,63,43,15,48,55,48,56,17,28,23,10,6,9,15,11
M. Zanotti,19,2025,66,76,1800000.0,7000.0,68,59,55,69,54,70,69,61,67,62,79,79,79,61,80,58,75,55,58,57,60,59,63,66,62,67,58,62,62,,,,,
K. Ehizibue,27,2026,71,71,1800000.0,10000.0,64,54,67,66,42,70,57,38,66,70,87,89,66,67,56,70,73,77,76,56,74,65,62,59,42,65,62,67,67,13,10,7,11,11
Jesé,29,2023,71,71,1800000.0,13000.0,62,72,56,72,65,73,73,66,65,74,74,72,74,60,74,75,77,71,73,66,38,33,74,70,72,73,17,23,12,13,7,6,13,15
M. Bourabia,30,2024,71,71,1800000.0,12000.0,58,49,58,75,57,71,53,72,73,72,58,60,66,71,60,73,50,72,63,71,61,68,62,68,54,69,62,69,67,9,8,9,11,8
